"Statistic","Month","Age Group","Sex","UNIT","VALUE"
"Seasonally Adjusted Monthly Unemployment","2000M09","15 - 74 years","Both sexes","Thousand","75.8"
"Seasonally Adjusted Monthly Unemployment","2000M09","15 - 74 years","Male","Thousand","43.4"
"Seasonally Adjusted Monthly Unemployment","2000M09","15 - 74 years","Female","Thousand","32.4"
"Seasonally Adjusted Monthly Unemployment","2000M09","25 - 74 years","Both sexes","Thousand","48.5"
"Seasonally Adjusted Monthly Unemployment","2000M09","25 - 74 years","Male","Thousand","28.1"
"Seasonally Adjusted Monthly Unemployment","2000M09","25 - 74 years","Female","Thousand","20.4"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 24 years","Both sexes","Thousand","26.7"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 24 years","Male","Thousand","14.7"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 24 years","Female","Thousand","12"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 74 years","Both sexes","Thousand","73.1"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 74 years","Male","Thousand","42"
"Seasonally Adjusted Monthly Unemployment","2000M10","15 - 74 years","Female","Thousand","31.1"
"Seasonally Adjusted Monthly Unemployment","2000M10","25 - 74 years","Both sexes","Thousand","46.4"
"Seasonally Adjusted Monthly Unemployment","2000M10","25 - 74 years","Male","Thousand","27.3"
"Seasonally Adjusted Monthly Unemployment","2000M10","25 - 74 years","Female","Thousand","19.1"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 24 years","Both sexes","Thousand","26.2"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 24 years","Male","Thousand","14.3"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 24 years","Female","Thousand","11.9"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 74 years","Both sexes","Thousand","72.1"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 74 years","Male","Thousand","41.1"
"Seasonally Adjusted Monthly Unemployment","2000M11","15 - 74 years","Female","Thousand","31"
"Seasonally Adjusted Monthly Unemployment","2000M11","25 - 74 years","Both sexes","Thousand","45.9"
"Seasonally Adjusted Monthly Unemployment","2000M11","25 - 74 years","Male","Thousand","26.8"
"Seasonally Adjusted Monthly Unemployment","2000M11","25 - 74 years","Female","Thousand","19.1"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 24 years","Both sexes","Thousand","26.4"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 24 years","Male","Thousand","14.9"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 24 years","Female","Thousand","11.5"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 74 years","Both sexes","Thousand","72.8"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 74 years","Male","Thousand","41.4"
"Seasonally Adjusted Monthly Unemployment","2000M12","15 - 74 years","Female","Thousand","31.4"
"Seasonally Adjusted Monthly Unemployment","2000M12","25 - 74 years","Both sexes","Thousand","46.4"
"Seasonally Adjusted Monthly Unemployment","2000M12","25 - 74 years","Male","Thousand","26.5"
"Seasonally Adjusted Monthly Unemployment","2000M12","25 - 74 years","Female","Thousand","19.8"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 24 years","Both sexes","Thousand","26.6"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 24 years","Male","Thousand","15.5"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 24 years","Female","Thousand","11.1"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 74 years","Both sexes","Thousand","74"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 74 years","Male","Thousand","41.7"
"Seasonally Adjusted Monthly Unemployment","2001M01","15 - 74 years","Female","Thousand","32.3"
"Seasonally Adjusted Monthly Unemployment","2001M01","25 - 74 years","Both sexes","Thousand","47.4"
"Seasonally Adjusted Monthly Unemployment","2001M01","25 - 74 years","Male","Thousand","26.2"
"Seasonally Adjusted Monthly Unemployment","2001M01","25 - 74 years","Female","Thousand","21.2"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 24 years","Both sexes","Thousand","26.8"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 24 years","Male","Thousand","15.8"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 24 years","Female","Thousand","11"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 74 years","Both sexes","Thousand","74.1"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 74 years","Male","Thousand","41.5"
"Seasonally Adjusted Monthly Unemployment","2001M02","15 - 74 years","Female","Thousand","32.6"
"Seasonally Adjusted Monthly Unemployment","2001M02","25 - 74 years","Both sexes","Thousand","47.3"
"Seasonally Adjusted Monthly Unemployment","2001M02","25 - 74 years","Male","Thousand","25.7"
"Seasonally Adjusted Monthly Unemployment","2001M02","25 - 74 years","Female","Thousand","21.6"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 24 years","Both sexes","Thousand","27.2"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 24 years","Male","Thousand","16.1"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 24 years","Female","Thousand","11.1"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 74 years","Both sexes","Thousand","73.7"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 74 years","Male","Thousand","41.6"
"Seasonally Adjusted Monthly Unemployment","2001M03","15 - 74 years","Female","Thousand","32.1"
"Seasonally Adjusted Monthly Unemployment","2001M03","25 - 74 years","Both sexes","Thousand","46.5"
"Seasonally Adjusted Monthly Unemployment","2001M03","25 - 74 years","Male","Thousand","25.5"
"Seasonally Adjusted Monthly Unemployment","2001M03","25 - 74 years","Female","Thousand","21"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 24 years","Both sexes","Thousand","28.2"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 24 years","Male","Thousand","16.4"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 24 years","Female","Thousand","11.8"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 74 years","Both sexes","Thousand","74"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 74 years","Male","Thousand","41.8"
"Seasonally Adjusted Monthly Unemployment","2001M04","15 - 74 years","Female","Thousand","32.2"
"Seasonally Adjusted Monthly Unemployment","2001M04","25 - 74 years","Both sexes","Thousand","45.9"
"Seasonally Adjusted Monthly Unemployment","2001M04","25 - 74 years","Male","Thousand","25.4"
"Seasonally Adjusted Monthly Unemployment","2001M04","25 - 74 years","Female","Thousand","20.5"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 24 years","Both sexes","Thousand","29"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 24 years","Male","Thousand","16.8"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 24 years","Female","Thousand","12.1"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 74 years","Both sexes","Thousand","75"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 74 years","Male","Thousand","42.4"
"Seasonally Adjusted Monthly Unemployment","2001M05","15 - 74 years","Female","Thousand","32.5"
"Seasonally Adjusted Monthly Unemployment","2001M05","25 - 74 years","Both sexes","Thousand","46"
"Seasonally Adjusted Monthly Unemployment","2001M05","25 - 74 years","Male","Thousand","25.6"
"Seasonally Adjusted Monthly Unemployment","2001M05","25 - 74 years","Female","Thousand","20.4"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 24 years","Both sexes","Thousand","30.2"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 24 years","Male","Thousand","17.5"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 24 years","Female","Thousand","12.7"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 74 years","Both sexes","Thousand","77.7"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 74 years","Male","Thousand","43.6"
"Seasonally Adjusted Monthly Unemployment","2001M06","15 - 74 years","Female","Thousand","34.1"
"Seasonally Adjusted Monthly Unemployment","2001M06","25 - 74 years","Both sexes","Thousand","47.5"
"Seasonally Adjusted Monthly Unemployment","2001M06","25 - 74 years","Male","Thousand","26.1"
"Seasonally Adjusted Monthly Unemployment","2001M06","25 - 74 years","Female","Thousand","21.4"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 24 years","Both sexes","Thousand","31.9"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 24 years","Male","Thousand","18.8"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 24 years","Female","Thousand","13.1"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 74 years","Both sexes","Thousand","82.4"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 74 years","Male","Thousand","46.2"
"Seasonally Adjusted Monthly Unemployment","2001M07","15 - 74 years","Female","Thousand","36.3"
"Seasonally Adjusted Monthly Unemployment","2001M07","25 - 74 years","Both sexes","Thousand","50.5"
"Seasonally Adjusted Monthly Unemployment","2001M07","25 - 74 years","Male","Thousand","27.4"
"Seasonally Adjusted Monthly Unemployment","2001M07","25 - 74 years","Female","Thousand","23.2"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 24 years","Both sexes","Thousand","32.6"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 24 years","Male","Thousand","19.5"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 24 years","Female","Thousand","13.1"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 74 years","Both sexes","Thousand","84.8"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 74 years","Male","Thousand","48"
"Seasonally Adjusted Monthly Unemployment","2001M08","15 - 74 years","Female","Thousand","36.8"
"Seasonally Adjusted Monthly Unemployment","2001M08","25 - 74 years","Both sexes","Thousand","52.2"
"Seasonally Adjusted Monthly Unemployment","2001M08","25 - 74 years","Male","Thousand","28.5"
"Seasonally Adjusted Monthly Unemployment","2001M08","25 - 74 years","Female","Thousand","23.7"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 24 years","Both sexes","Thousand","32.8"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 24 years","Male","Thousand","19.8"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 24 years","Female","Thousand","13"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 74 years","Both sexes","Thousand","85"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 74 years","Male","Thousand","48.9"
"Seasonally Adjusted Monthly Unemployment","2001M09","15 - 74 years","Female","Thousand","36.1"
"Seasonally Adjusted Monthly Unemployment","2001M09","25 - 74 years","Both sexes","Thousand","52.2"
"Seasonally Adjusted Monthly Unemployment","2001M09","25 - 74 years","Male","Thousand","29.1"
"Seasonally Adjusted Monthly Unemployment","2001M09","25 - 74 years","Female","Thousand","23.1"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 24 years","Both sexes","Thousand","33"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 24 years","Male","Thousand","20.2"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 24 years","Female","Thousand","12.8"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 74 years","Both sexes","Thousand","84.1"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 74 years","Male","Thousand","49.8"
"Seasonally Adjusted Monthly Unemployment","2001M10","15 - 74 years","Female","Thousand","34.3"
"Seasonally Adjusted Monthly Unemployment","2001M10","25 - 74 years","Both sexes","Thousand","51.1"
"Seasonally Adjusted Monthly Unemployment","2001M10","25 - 74 years","Male","Thousand","29.6"
"Seasonally Adjusted Monthly Unemployment","2001M10","25 - 74 years","Female","Thousand","21.5"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 24 years","Both sexes","Thousand","33.4"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 24 years","Male","Thousand","20.5"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 24 years","Female","Thousand","12.9"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 74 years","Both sexes","Thousand","85"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 74 years","Male","Thousand","51"
"Seasonally Adjusted Monthly Unemployment","2001M11","15 - 74 years","Female","Thousand","34"
"Seasonally Adjusted Monthly Unemployment","2001M11","25 - 74 years","Both sexes","Thousand","51.6"
"Seasonally Adjusted Monthly Unemployment","2001M11","25 - 74 years","Male","Thousand","30.5"
"Seasonally Adjusted Monthly Unemployment","2001M11","25 - 74 years","Female","Thousand","21.1"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 24 years","Both sexes","Thousand","33"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 24 years","Male","Thousand","20.3"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 24 years","Female","Thousand","12.7"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 74 years","Both sexes","Thousand","83.4"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 74 years","Male","Thousand","50.4"
"Seasonally Adjusted Monthly Unemployment","2001M12","15 - 74 years","Female","Thousand","33"
"Seasonally Adjusted Monthly Unemployment","2001M12","25 - 74 years","Both sexes","Thousand","50.4"
"Seasonally Adjusted Monthly Unemployment","2001M12","25 - 74 years","Male","Thousand","30.1"
"Seasonally Adjusted Monthly Unemployment","2001M12","25 - 74 years","Female","Thousand","20.3"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 24 years","Both sexes","Thousand","33.2"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 24 years","Male","Thousand","20.2"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 24 years","Female","Thousand","13"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 74 years","Both sexes","Thousand","85.1"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 74 years","Male","Thousand","50.8"
"Seasonally Adjusted Monthly Unemployment","2002M01","15 - 74 years","Female","Thousand","34.3"
"Seasonally Adjusted Monthly Unemployment","2002M01","25 - 74 years","Both sexes","Thousand","52"
"Seasonally Adjusted Monthly Unemployment","2002M01","25 - 74 years","Male","Thousand","30.7"
"Seasonally Adjusted Monthly Unemployment","2002M01","25 - 74 years","Female","Thousand","21.3"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 24 years","Both sexes","Thousand","34.1"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 24 years","Male","Thousand","20.7"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 24 years","Female","Thousand","13.5"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 74 years","Both sexes","Thousand","87.2"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 74 years","Male","Thousand","51.9"
"Seasonally Adjusted Monthly Unemployment","2002M02","15 - 74 years","Female","Thousand","35.3"
"Seasonally Adjusted Monthly Unemployment","2002M02","25 - 74 years","Both sexes","Thousand","53.1"
"Seasonally Adjusted Monthly Unemployment","2002M02","25 - 74 years","Male","Thousand","31.2"
"Seasonally Adjusted Monthly Unemployment","2002M02","25 - 74 years","Female","Thousand","21.9"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 24 years","Both sexes","Thousand","35"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 24 years","Male","Thousand","21.2"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 24 years","Female","Thousand","13.8"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 74 years","Both sexes","Thousand","89.9"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 74 years","Male","Thousand","52.7"
"Seasonally Adjusted Monthly Unemployment","2002M03","15 - 74 years","Female","Thousand","37.1"
"Seasonally Adjusted Monthly Unemployment","2002M03","25 - 74 years","Both sexes","Thousand","54.9"
"Seasonally Adjusted Monthly Unemployment","2002M03","25 - 74 years","Male","Thousand","31.6"
"Seasonally Adjusted Monthly Unemployment","2002M03","25 - 74 years","Female","Thousand","23.3"
"Seasonally Adjusted Monthly Unemployment","2002M04","15 - 24 years","Both sexes","Thousand","35.4"
"Seasonally Adjusted Monthly Unemployment","2002M04","15 - 24 years","Male","Thousand","21.6"
"Seasonally Adjusted Monthly Unemployment","2002M04","15 - 24 years","Female","Thousand","13.8"
